orig order,Date,Sampling week,Time,Cross,Treatment,Rep,YII (meristem),YII (above/tipward of 10cm holepunch),Female GP ID,Male GP ID,Heat tested Female GP,Heat tested Male GP,Female GP % change,Female GP ranking,Male GP % change,Male GP ranking,,,,,,,,,,,,,,,,
408,6/21/23,Week 2,,49,B,2,0.739,0.744,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
437,6/21/23,Week 2,,51,B,2,0.61,0.701,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
440,6/21/23,Week 2,,59,B,2,0.59,0.521,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,SL18-LL-9-MG4,-78.138399,59,-80.72347,63,,,,,,,,,,,,,,,,
435,6/21/23,Week 2,14:32,61,B,2,0.457,0.471,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,SL18-LD-9-MG1,,,-88.023499,76,,,,,,,,,,,,,,,,
379,6/20/23,Week 2,,70,B,2,0.734,0.741,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,#N/A,-21.175178,6,,,,,,,,,,,,,,,,,,
411,6/21/23,Week 2,,81,B,2,0.728,0.752,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,SL18-OI-6-MG2,,,-93.83737,89,,,,,,,,,,,,,,,,
378,6/20/23,Week 2,,84,B,2,0.718,0.732,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,#N/A,-78.138399,59,,,,,,,,,,,,,,,,,,
436,6/21/23,Week 2,,85,B,2,0.612,0.541,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,SL18-OI-6-MG2,-27.632169,8,-93.83737,89,,,,,,,,,,,,,,,,
375,6/20/23,Week 2,,116,B,2,0.74,0.75,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,#N/A,(eliminated as dead),,,,,,,,,,,,,,,,,,,
380,6/20/23,Week 2,,120,B,2,0.732,0.692,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,#N/A,-44.008511,15,,,,,,,,,,,,,,,,,,
410,6/21/23,Week 2,,128,B,2,0.742,0.68,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
404,6/21/23,Week 2,,130,B,2,0.727,0.742,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
403,6/21/23,Week 2,,133,B,2,0.695,0.693,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,SL18-OI-6-MG2,-21.175178,6,-93.83737,89,,,,,,,,,,,,,,,,
407,6/21/23,Week 2,,136,B,2,0.733,0.736,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,SA18-CB-10-MG1,,,-85.12983,71,,,,,,,,,,,,,,,,
377,6/20/23,Week 2,,138,B,2,0.742,0.739,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
434,6/21/23,Week 2,,139,B,2,0.631,0.624,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,SL18-JS-19-MG1,-17.43129,5,0.30367682,2,,,,,,,,,,,,,,,,
381,6/20/23,Week 2,16:07,141,B,2,0.715,0.747,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,SL18-LD-2-MG2,-69.65774,38,-81.133004,64,,,,,,,,,,,,,,,,
373,6/20/23,Week 2,,144,B,2,0.73,0.74,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
433,6/21/23,Week 2,,149,B,2,0.704,0.712,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
372,6/20/23,Week 2,16:00,157,B,2,0.737,0.743,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,SA18-CB-4-MG2,-21.175178,6,-93.012556,88,,,,,,,,,,,,,,,,
438,6/21/23,Week 2,14:38,158,B,2,0.651,0.636,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
406,6/21/23,Week 2,,160,B,2,0.7,0.711,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,SL18-LD-2-MG2,-55.10044,20,-81.133004,64,,,,,,,,,,,,,,,,
376,6/20/23,Week 2,,161,B,2,0.735,0.728,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,SL18-LD-2-MG2,-17.43129,5,-81.133004,64,,,,,,,,,,,,,,,,
439,6/21/23,Week 2,,174,B,2,0.686,0.648,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,SL18-LD-9-MG1,-21.175178,6,-88.023499,76,,,,,,,,,,,,,,,,
409,6/21/23,Week 2,,175,B,2,0.733,0.714,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
405,6/21/23,Week 2,,176,B,2,0.743,,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,SA18-CB-4-MG2,-27.632169,8,-93.012556,88,,,,,,,,,,,,,,,,
374,6/20/23,Week 2,,179,B,2,0.713,0.733,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,SL18-JS-19-MG1,-67.011547,35,0.30367682,2,,,,,,,,,,,,,,,,
473,6/21/23,Week 2,15:45,40,B,3,0.611,0.529,SL18-JS-19-MG1,SL18-JS-19-MG1,#N/A,SL18-JS-19-MG1,,,0.30367682,2,,,,,,,,,,,,,,,,
531,6/21/23,Week 2,,46,B,3,0.403,0.632,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
497,6/21/23,Week 2,,47,B,3,0.706,0.502,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,SL18-OD-6-MG1,-21.175178,6,-90.257688,81,,,,,,,,,,,,,,,,
465,6/21/23,Week 2,,49,B,3,0.714,0.706,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
500,6/21/23,Week 2,,51,B,3,0.676,0.581,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
504,6/21/23,Week 2,16:15,59,B,3,0.709,,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,SL18-LL-9-MG4,-78.138399,59,-80.72347,63,,,,,,,,,,,,,,,,
525,6/21/23,Week 2,,61,B,3,,,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,SL18-LD-9-MG1,,,-88.023499,76,,,,,,,,,,,,,,,,
468,6/21/23,Week 2,15:39,70,B,3,0.541,0.635,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,#N/A,-21.175178,6,,,,,,,,,,,,,,,,,,
501,6/21/23,Week 2,,81,B,3,0.536,0.45,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,SL18-OI-6-MG2,,,-93.83737,89,,,,,,,,,,,,,,,,
466,6/21/23,Week 2,,84,B,3,0.619,0.344,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,#N/A,-78.138399,59,,,,,,,,,,,,,,,,,,
530,6/21/23,Week 2,,85,B,3,0.659,0.572,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,SL18-OI-6-MG2,-27.632169,8,-93.83737,89,,,,,,,,,,,,,,,,
526,6/21/23,Week 2,16:39,116,B,3,0.741,0.637,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,#N/A,(eliminated as dead),,,,,,,,,,,,,,,,,,,
502,6/21/23,Week 2,,120,B,3,0.713,0.684,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,#N/A,-44.008511,15,,,,,,,,,,,,,,,,,,
469,6/21/23,Week 2,,128,B,3,0.602,0.58,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
503,6/21/23,Week 2,16:14,130,B,3,0.724,0.577,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
533,6/21/23,Week 2,,133,B,3,0.414,0.417,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,SL18-OI-6-MG2,-21.175178,6,-93.83737,89,,,,,,,,,,,,,,,,
470,6/21/23,Week 2,,136,B,3,0.652,0.701,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,SA18-CB-10-MG1,,,-85.12983,71,,,,,,,,,,,,,,,,
464,6/21/23,Week 2,15:35,138,B,3,0.701,0.553,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
529,6/21/23,Week 2,,139,B,3,0.727,0.563,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,SL18-JS-19-MG1,-17.43129,5,0.30367682,2,,,,,,,,,,,,,,,,
472,6/21/23,Week 2,,141,B,3,0.692,0.743,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,SL18-LD-2-MG2,-69.65774,38,-81.133004,64,,,,,,,,,,,,,,,,
495,6/21/23,Week 2,16:07,144,B,3,0.698,0.592,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
498,6/21/23,Week 2,,149,B,3,0.643,0.576,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
499,6/21/23,Week 2,,157,B,3,0.728,0.537,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,SA18-CB-4-MG2,-21.175178,6,-93.012556,88,,,,,,,,,,,,,,,,
471,6/21/23,Week 2,,158,B,3,0.72,0.666,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
528,6/21/23,Week 2,,160,B,3,0.56,0.597,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,SL18-LD-2-MG2,-55.10044,20,-81.133004,64,,,,,,,,,,,,,,,,
532,6/21/23,Week 2,,161,B,3,0.69,0.621,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,SL18-LD-2-MG2,-17.43129,5,-81.133004,64,,,,,,,,,,,,,,,,
467,6/21/23,Week 2,,174,B,3,0.582,0.676,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,SL18-LD-9-MG1,-21.175178,6,-88.023499,76,,,,,,,,,,,,,,,,
527,6/21/23,Week 2,,175,B,3,,,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
496,6/21/23,Week 2,16:08,176,B,3,0.729,0.462,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,SA18-CB-4-MG2,-27.632169,8,-93.012556,88,,,,,,,,,,,,,,,,
534,6/21/23,Week 2,16:45,179,B,3,0.649,0.602,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,SL18-JS-19-MG1,-67.011547,35,0.30367682,2,,,,,,,,,,,,,,,,
360,6/20/23,Week 2,,40,C,1,0.748,0.705,SL18-JS-19-MG1,SL18-JS-19-MG1,#N/A,SL18-JS-19-MG1,,,0.30367682,2,,,,,,,,,,,,,,,,
327,6/20/23,Week 2,,46,C,1,0.751,0.728,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
326,6/20/23,Week 2,,47,C,1,0.722,0.703,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,SL18-OD-6-MG1,-21.175178,6,-90.257688,81,,,,,,,,,,,,,,,,
323,6/20/23,Week 2,,49,C,1,0.732,0.734,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
300,6/20/23,Week 2,14:20,51,C,1,0.676,0.7,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
354,6/20/23,Week 2,,59,C,1,0.732,0.705,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,SL18-LL-9-MG4,-78.138399,59,-80.72347,63,,,,,,,,,,,,,,,,
328,6/20/23,Week 2,,61,C,1,0.693,0.721,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,SL18-LD-9-MG1,,,-88.023499,76,,,,,,,,,,,,,,,,
293,6/20/23,Week 2,,70,C,1,0.668,0.656,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,#N/A,-21.175178,6,,,,,,,,,,,,,,,,,,
294,6/20/23,Week 2,,81,C,1,0.703,0.656,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,SL18-OI-6-MG2,,,-93.83737,89,,,,,,,,,,,,,,,,
292,6/20/23,Week 2,,84,C,1,0.688,0.672,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,#N/A,-78.138399,59,,,,,,,,,,,,,,,,,,
353,6/20/23,Week 2,,85,C,1,0.726,0.706,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,SL18-OI-6-MG2,-27.632169,8,-93.83737,89,,,,,,,,,,,,,,,,
296,6/20/23,Week 2,,116,C,1,0.712,0.719,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,#N/A,(eliminated as dead),,,,,,,,,,,,,,,,,,,
352,6/20/23,Week 2,,120,C,1,0.716,0.725,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,#N/A,-44.008511,15,,,,,,,,,,,,,,,,,,
297,6/20/23,Week 2,,128,C,1,0.69,0.668,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
359,6/20/23,Week 2,,130,C,1,0.741,0.691,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
322,6/20/23,Week 2,,133,C,1,0.709,0.692,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,SL18-OI-6-MG2,-21.175178,6,-93.83737,89,,,,,,,,,,,,,,,,
295,6/20/23,Week 2,,136,C,1,0.717,0.684,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,SA18-CB-10-MG1,,,-85.12983,71,,,,,,,,,,,,,,,,
299,6/20/23,Week 2,,138,C,1,0.708,0.685,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
298,6/20/23,Week 2,,139,C,1,0.723,0.684,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,SL18-JS-19-MG1,-17.43129,5,0.30367682,2,,,,,,,,,,,,,,,,
330,6/20/23,Week 2,14:56,141,C,1,0.726,0.734,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,SL18-LD-2-MG2,-69.65774,38,-81.133004,64,,,,,,,,,,,,,,,,
356,6/20/23,Week 2,,144,C,1,0.74,0.724,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
325,6/20/23,Week 2,,149,C,1,0.719,0.724,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
324,6/20/23,Week 2,,157,C,1,0.689,0.687,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,SA18-CB-4-MG2,-21.175178,6,-93.012556,88,,,,,,,,,,,,,,,,
357,6/20/23,Week 2,,158,C,1,0.732,0.738,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
351,6/20/23,Week 2,15:21,160,C,1,0.684,0.724,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,SL18-LD-2-MG2,-55.10044,20,-81.133004,64,,,,,,,,,,,,,,,,
358,6/20/23,Week 2,,161,C,1,0.745,0.734,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,SL18-LD-2-MG2,-17.43129,5,-81.133004,64,,,,,,,,,,,,,,,,
321,6/20/23,Week 2,14:49,174,C,1,0.723,0.694,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,SL18-LD-9-MG1,-21.175178,6,-88.023499,76,,,,,,,,,,,,,,,,
329,6/20/23,Week 2,,175,C,1,0.661,0.721,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
355,6/20/23,Week 2,,176,C,1,0.723,0.72,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,SA18-CB-4-MG2,-27.632169,8,-93.012556,88,,,,,,,,,,,,,,,,
291,6/20/23,Week 2,14:10,179,C,1,0.679,0.685,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,SL18-JS-19-MG1,-67.011547,35,0.30367682,2,,,,,,,,,,,,,,,,
442,6/21/23,Week 2,14:43,40,C,2,0.441,0.714,SL18-JS-19-MG1,SL18-JS-19-MG1,#N/A,SL18-JS-19-MG1,,,0.30367682,2,,,,,,,,,,,,,,,,
451,6/21/23,Week 2,14:53,46,C,2,0.732,0.675,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
412,6/21/23,Week 2,13:36,47,C,2,0.723,0.712,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,SL18-OD-6-MG1,-21.175178,6,-90.257688,81,,,,,,,,,,,,,,,,
418,6/21/23,Week 2,,49,C,2,0.725,0.718,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
447,6/21/23,Week 2,,51,C,2,0.585,0.681,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
450,6/21/23,Week 2,,59,C,2,0.686,0.626,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,SL18-LL-9-MG4,-78.138399,59,-80.72347,63,,,,,,,,,,,,,,,,
445,6/21/23,Week 2,,61,C,2,,,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,SL18-LD-9-MG1,,,-88.023499,76,,,,,,,,,,,,,,,,
389,6/20/23,Week 2,,70,C,2,0.667,0.735,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,#N/A,-21.175178,6,,,,,,,,,,,,,,,,,,
421,6/21/23,Week 2,13:47,81,C,2,0.725,0.757,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,SL18-OI-6-MG2,,,-93.83737,89,,,,,,,,,,,,,,,,
388,6/20/23,Week 2,,84,C,2,0.741,0.702,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,#N/A,-78.138399,59,,,,,,,,,,,,,,,,,,
446,6/21/23,Week 2,,85,C,2,0.655,0.621,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,SL18-OI-6-MG2,-27.632169,8,-93.83737,89,,,,,,,,,,,,,,,,
385,6/20/23,Week 2,,116,C,2,0.752,0.764,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,#N/A,(eliminated as dead),,,,,,,,,,,,,,,,,,,
390,6/20/23,Week 2,,120,C,2,0.754,0.738,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,#N/A,-44.008511,15,,,,,,,,,,,,,,,,,,
420,6/21/23,Week 2,,128,C,2,0.738,0.71,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
414,6/21/23,Week 2,,130,C,2,0.724,0.736,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
413,6/21/23,Week 2,,133,C,2,0.713,0.71,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,SL18-OI-6-MG2,-21.175178,6,-93.83737,89,,,,,,,,,,,,,,,,
417,6/21/23,Week 2,,136,C,2,0.723,0.69,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,SA18-CB-10-MG1,,,-85.12983,71,,,,,,,,,,,,,,,,
387,6/20/23,Week 2,,138,C,2,0.709,0.733,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
444,6/21/23,Week 2,,139,C,2,0.622,0.56,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,SL18-JS-19-MG1,-17.43129,5,0.30367682,2,,,,,,,,,,,,,,,,
391,6/20/23,Week 2,17:15,141,C,2,0.759,0.751,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,SL18-LD-2-MG2,-69.65774,38,-81.133004,64,,,,,,,,,,,,,,,,
383,6/20/23,Week 2,,144,C,2,0.73,0.733,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
443,6/21/23,Week 2,,149,C,2,0.708,0.68,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
382,6/20/23,Week 2,16:58,157,C,2,0.722,0.743,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,SA18-CB-4-MG2,-21.175178,6,-93.012556,88,,,,,,,,,,,,,,,,
448,6/21/23,Week 2,,158,C,2,0.71,0.741,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
416,6/21/23,Week 2,,160,C,2,0.7,0.741,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,SL18-LD-2-MG2,-55.10044,20,-81.133004,64,,,,,,,,,,,,,,,,
386,6/20/23,Week 2,,161,C,2,0.778,0.738,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,SL18-LD-2-MG2,-17.43129,5,-81.133004,64,,,,,,,,,,,,,,,,
449,6/21/23,Week 2,14:51,174,C,2,0.626,0.657,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,SL18-LD-9-MG1,-21.175178,6,-88.023499,76,,,,,,,,,,,,,,,,
419,6/21/23,Week 2,,175,C,2,0.729,0.723,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
415,6/21/23,Week 2,,176,C,2,0.758,0.721,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,SA18-CB-4-MG2,-27.632169,8,-93.012556,88,,,,,,,,,,,,,,,,
384,6/20/23,Week 2,,179,C,2,0.723,,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,SL18-JS-19-MG1,-67.011547,35,0.30367682,2,,,,,,,,,,,,,,,,
483,6/21/23,Week 2,15:55,40,C,3,0.63,0.59,SL18-JS-19-MG1,SL18-JS-19-MG1,#N/A,SL18-JS-19-MG1,,,0.30367682,2,,,,,,,,,,,,,,,,
541,6/21/23,Week 2,,46,C,3,0.623,0.684,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
506,6/21/23,Week 2,,47,C,3,0.678,0.566,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,SL18-OD-6-MG1,-21.175178,6,-90.257688,81,,,,,,,,,,,,,,,,
475,6/21/23,Week 2,,49,C,3,0.605,0.581,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
510,6/21/23,Week 2,,51,C,3,0.659,0.634,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
514,6/21/23,Week 2,16:25,59,C,3,0.692,0.592,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,SL18-LL-9-MG4,-78.138399,59,-80.72347,63,,,,,,,,,,,,,,,,
535,6/21/23,Week 2,16:47,61,C,3,0.657,0.565,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,SL18-LD-9-MG1,,,-88.023499,76,,,,,,,,,,,,,,,,
478,6/21/23,Week 2,,70,C,3,0.588,0.703,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,#N/A,-21.175178,6,,,,,,,,,,,,,,,,,,
511,6/21/23,Week 2,,81,C,3,0.648,0.716,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,SL18-OI-6-MG2,,,-93.83737,89,,,,,,,,,,,,,,,,
476,6/21/23,Week 2,,84,C,3,0.638,0.599,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,#N/A,-78.138399,59,,,,,,,,,,,,,,,,,,
540,6/21/23,Week 2,,85,C,3,0.661,0.574,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,SL18-OI-6-MG2,-27.632169,8,-93.83737,89,,,,,,,,,,,,,,,,
536,6/21/23,Week 2,,116,C,3,0.724,0.713,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,#N/A,(eliminated as dead),,,,,,,,,,,,,,,,,,,
512,6/21/23,Week 2,,120,C,3,0.593,0.56,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,#N/A,-44.008511,15,,,,,,,,,,,,,,,,,,
479,6/21/23,Week 2,,128,C,3,0.667,0.627,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
513,6/21/23,Week 2,,130,C,3,0.675,0.398,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
