"num","dateTime","temp","lux","X1","X2","X3","X4","X5"
1,06/29/23 03:30:00 PM,12.401,118.4,,,,,
2,06/29/23 03:35:00 PM,12.207,129.2,,,,,
3,06/29/23 03:40:00 PM,12.207,107.6,,,,,
4,06/29/23 03:45:00 PM,12.207,139.9,,,,,
5,06/29/23 03:50:00 PM,12.207,75.3,,,,,
6,06/29/23 03:55:00 PM,12.207,118.4,,,,,
7,06/29/23 04:00:00 PM,12.207,75.3,,,,,
8,06/29/23 04:05:00 PM,12.207,96.9,,,,,
9,06/29/23 04:10:00 PM,12.207,64.6,,,,,
10,06/29/23 04:15:00 PM,12.207,53.8,,,,,
11,06/29/23 04:20:00 PM,12.207,75.3,,,,,
12,06/29/23 04:25:00 PM,12.207,96.9,,,,,
13,06/29/23 04:30:00 PM,12.207,86.1,,,,,
14,06/29/23 04:35:00 PM,12.207,53.8,,,,,
15,06/29/23 04:40:00 PM,12.207,75.3,,,,,
16,06/29/23 04:45:00 PM,12.207,53.8,,,,,
17,06/29/23 04:50:00 PM,12.207,64.6,,,,,
18,06/29/23 04:55:00 PM,12.207,64.6,,,,,
19,06/29/23 05:00:00 PM,12.207,64.6,,,,,
20,06/29/23 05:05:00 PM,12.207,43.1,,,,,
21,06/29/23 05:10:00 PM,12.207,43.1,,,,,
22,06/29/23 05:15:00 PM,12.207,32.3,,,,,
23,06/29/23 05:20:00 PM,12.207,32.3,,,,,
24,06/29/23 05:25:00 PM,12.207,32.3,,,,,
25,06/29/23 05:30:00 PM,12.207,21.5,,,,,
26,06/29/23 05:35:00 PM,12.207,43.1,,,,,
27,06/29/23 05:40:00 PM,12.207,32.3,,,,,
28,06/29/23 05:45:00 PM,12.110,21.5,,,,,
29,06/29/23 05:50:00 PM,12.110,21.5,,,,,
30,06/29/23 05:55:00 PM,12.110,32.3,,,,,
31,06/29/23 06:00:00 PM,12.110,21.5,,,,,
32,06/29/23 06:05:00 PM,12.110,32.3,,,,,
33,06/29/23 06:10:00 PM,12.110,21.5,,,,,
34,06/29/23 06:15:00 PM,12.110,21.5,,,,,
35,06/29/23 06:20:00 PM,12.110,21.5,,,,,
36,06/29/23 06:25:00 PM,12.110,21.5,,,,,
37,06/29/23 06:30:00 PM,12.110,21.5,,,,,
38,06/29/23 06:35:00 PM,12.110,21.5,,,,,
39,06/29/23 06:40:00 PM,12.110,21.5,,,,,
40,06/29/23 06:45:00 PM,12.013,10.8,,,,,
41,06/29/23 06:50:00 PM,12.013,0.0,,,,,
42,06/29/23 06:55:00 PM,12.013,0.0,,,,,
43,06/29/23 07:00:00 PM,12.013,0.0,,,,,
44,06/29/23 07:05:00 PM,12.013,0.0,,,,,
45,06/29/23 07:10:00 PM,12.013,0.0,,,,,
46,06/29/23 07:15:00 PM,11.916,0.0,,,,,
47,06/29/23 07:20:00 PM,11.916,0.0,,,,,
48,06/29/23 07:25:00 PM,11.916,0.0,,,,,
49,06/29/23 07:30:00 PM,11.916,0.0,,,,,
50,06/29/23 07:35:00 PM,11.916,0.0,,,,,
51,06/29/23 07:40:00 PM,11.916,0.0,,,,,
52,06/29/23 07:45:00 PM,11.819,0.0,,,,,
53,06/29/23 07:50:00 PM,11.819,0.0,,,,,
54,06/29/23 07:55:00 PM,11.819,0.0,,,,,
55,06/29/23 08:00:00 PM,11.819,0.0,,,,,
56,06/29/23 08:05:00 PM,11.819,0.0,,,,,
57,06/29/23 08:10:00 PM,11.819,0.0,,,,,
58,06/29/23 08:15:00 PM,11.722,0.0,,,,,
59,06/29/23 08:20:00 PM,11.722,0.0,,,,,
60,06/29/23 08:25:00 PM,11.722,0.0,,,,,
61,06/29/23 08:30:00 PM,11.722,0.0,,,,,
62,06/29/23 08:35:00 PM,11.722,0.0,,,,,
63,06/29/23 08:40:00 PM,11.625,0.0,,,,,
64,06/29/23 08:45:00 PM,11.625,0.0,,,,,
65,06/29/23 08:50:00 PM,11.625,0.0,,,,,
66,06/29/23 08:55:00 PM,11.625,0.0,,,,,
67,06/29/23 09:00:00 PM,11.625,0.0,,,,,
68,06/29/23 09:05:00 PM,11.528,0.0,,,,,
69,06/29/23 09:10:00 PM,11.528,0.0,,,,,
70,06/29/23 09:15:00 PM,11.528,0.0,,,,,
71,06/29/23 09:20:00 PM,11.528,0.0,,,,,
72,06/29/23 09:25:00 PM,11.528,0.0,,,,,
73,06/29/23 09:30:00 PM,11.431,0.0,,,,,
74,06/29/23 09:35:00 PM,11.431,0.0,,,,,
75,06/29/23 09:40:00 PM,11.431,0.0,,,,,
76,06/29/23 09:45:00 PM,11.431,0.0,,,,,
77,06/29/23 09:50:00 PM,11.431,0.0,,,,,
78,06/29/23 09:55:00 PM,11.334,0.0,,,,,
79,06/29/23 10:00:00 PM,11.334,0.0,,,,,
80,06/29/23 10:05:00 PM,11.334,0.0,,,,,
81,06/29/23 10:10:00 PM,11.334,0.0,,,,,
82,06/29/23 10:15:00 PM,11.334,0.0,,,,,
83,06/29/23 10:20:00 PM,11.334,0.0,,,,,
84,06/29/23 10:25:00 PM,11.334,0.0,,,,,
85,06/29/23 10:30:00 PM,11.236,0.0,,,,,
86,06/29/23 10:35:00 PM,11.236,0.0,,,,,
87,06/29/23 10:40:00 PM,11.236,0.0,,,,,
88,06/29/23 10:45:00 PM,11.236,0.0,,,,,
89,06/29/23 10:50:00 PM,11.236,0.0,,,,,
90,06/29/23 10:55:00 PM,11.236,0.0,,,,,
91,06/29/23 11:00:00 PM,11.139,0.0,,,,,
92,06/29/23 11:05:00 PM,11.139,0.0,,,,,
93,06/29/23 11:10:00 PM,11.139,0.0,,,,,
94,06/29/23 11:15:00 PM,11.139,0.0,,,,,
95,06/29/23 11:20:00 PM,11.139,0.0,,,,,
96,06/29/23 11:25:00 PM,11.139,0.0,,,,,
97,06/29/23 11:30:00 PM,11.139,0.0,,,,,
98,06/29/23 11:35:00 PM,11.041,0.0,,,,,
99,06/29/23 11:40:00 PM,11.041,0.0,,,,,
100,06/29/23 11:45:00 PM,11.041,0.0,,,,,
101,06/29/23 11:50:00 PM,11.041,0.0,,,,,
102,06/29/23 11:55:00 PM,11.041,0.0,,,,,
103,06/30/23 12:00:00 AM,11.041,0.0,,,,,
104,06/30/23 12:05:00 AM,11.041,0.0,,,,,
105,06/30/23 12:10:00 AM,10.944,0.0,,,,,
106,06/30/23 12:15:00 AM,10.944,0.0,,,,,
107,06/30/23 12:20:00 AM,10.944,0.0,,,,,
108,06/30/23 12:25:00 AM,10.944,0.0,,,,,
109,06/30/23 12:30:00 AM,10.944,0.0,,,,,
110,06/30/23 12:35:00 AM,10.944,0.0,,,,,
111,06/30/23 12:40:00 AM,10.944,0.0,,,,,
112,06/30/23 12:45:00 AM,10.944,0.0,,,,,
113,06/30/23 12:50:00 AM,10.846,0.0,,,,,
114,06/30/23 12:55:00 AM,10.846,0.0,,,,,
115,06/30/23 01:00:00 AM,10.846,0.0,,,,,
116,06/30/23 01:05:00 AM,10.846,0.0,,,,,
117,06/30/23 01:10:00 AM,10.846,0.0,,,,,
118,06/30/23 01:15:00 AM,10.846,0.0,,,,,
119,06/30/23 01:20:00 AM,10.748,0.0,,,,,
120,06/30/23 01:25:00 AM,10.748,0.0,,,,,
121,06/30/23 01:30:00 AM,10.748,0.0,,,,,
122,06/30/23 01:35:00 AM,10.748,0.0,,,,,
123,06/30/23 01:40:00 AM,10.748,0.0,,,,,
124,06/30/23 01:45:00 AM,10.748,0.0,,,,,
125,06/30/23 01:50:00 AM,10.748,0.0,,,,,
126,06/30/23 01:55:00 AM,10.651,0.0,,,,,
127,06/30/23 02:00:00 AM,10.651,0.0,,,,,
128,06/30/23 02:05:00 AM,10.651,0.0,,,,,
129,06/30/23 02:10:00 AM,10.651,0.0,,,,,
130,06/30/23 02:15:00 AM,10.651,0.0,,,,,
131,06/30/23 02:20:00 AM,10.651,0.0,,,,,
132,06/30/23 02:25:00 AM,10.651,0.0,,,,,
133,06/30/23 02:30:00 AM,10.553,0.0,,,,,
134,06/30/23 02:35:00 AM,10.553,0.0,,,,,
135,06/30/23 02:40:00 AM,10.553,0.0,,,,,
136,06/30/23 02:45:00 AM,10.553,0.0,,,,,
137,06/30/23 02:50:00 AM,10.553,0.0,,,,,
138,06/30/23 02:55:00 AM,10.553,0.0,,,,,
139,06/30/23 03:00:00 AM,10.553,0.0,,,,,
140,06/30/23 03:05:00 AM,10.553,0.0,,,,,
141,06/30/23 03:10:00 AM,10.553,0.0,,,,,
142,06/30/23 03:15:00 AM,10.553,0.0,,,,,
143,06/30/23 03:20:00 AM,10.455,0.0,,,,,
144,06/30/23 03:25:00 AM,10.455,0.0,,,,,
145,06/30/23 03:30:00 AM,10.455,0.0,,,,,
146,06/30/23 03:35:00 AM,10.455,0.0,,,,,
147,06/30/23 03:40:00 AM,10.455,0.0,,,,,
148,06/30/23 03:45:00 AM,10.455,0.0,,,,,
149,06/30/23 03:50:00 AM,10.455,0.0,,,,,
150,06/30/23 03:55:00 AM,10.455,0.0,,,,,
151,06/30/23 04:00:00 AM,10.455,0.0,,,,,
152,06/30/23 04:05:00 AM,10.455,0.0,,,,,
153,06/30/23 04:10:00 AM,10.455,0.0,,,,,
154,06/30/23 04:15:00 AM,10.357,0.0,,,,,
155,06/30/23 04:20:00 AM,10.455,0.0,,,,,
156,06/30/23 04:25:00 AM,10.357,0.0,,,,,
157,06/30/23 04:30:00 AM,10.357,0.0,,,,,
158,06/30/23 04:35:00 AM,10.357,0.0,,,,,
159,06/30/23 04:40:00 AM,10.357,0.0,,,,,
160,06/30/23 04:45:00 AM,10.357,0.0,,,,,
161,06/30/23 04:50:00 AM,10.357,0.0,,,,,
162,06/30/23 04:55:00 AM,10.357,0.0,,,,,
163,06/30/23 05:00:00 AM,10.357,0.0,,,,,
164,06/30/23 05:05:00 AM,10.357,0.0,,,,,
